zip_code,latitude,longitude,city,state,county
2865,41.925298,-71.493355,Lincoln,RI,Providence
2871,41.58523,-71.264197,Portsmouth,RI,Newport
2872,41.707119,-71.286834,Prudence Island,RI,Bristol
2873,41.519922,-71.774023,Rockville,RI,Washington
2874,41.478466,-71.471752,Saunderstown,RI,Washington
2875,41.456039,-71.635474,Shannock,RI,Washington
2876,41.998398,-71.576307,Slatersville,RI,Providence
2877,41.5289,-71.529854,Slocum,RI,Washington
2878,41.61018,-71.175183,Tiverton,RI,Newport
2879,41.443653,-71.534202,Wakefield,RI,Washington
2880,41.375317,-71.64393,Wakefield,RI,Washington
2881,41.482901,-71.524317,Kingston,RI,Washington
2882,41.377185,-71.497793,Narragansett,RI,Washington
2883,41.375317,-71.64393,Peace Dale,RI,Washington
2885,41.727451,-71.257492,Warren,RI,Bristol
2886,41.70247,-71.47902,Warwick,RI,Kent
2887,41.682455,-71.557732,Warwick,RI,Kent
2888,41.7473,-71.411088,Warwick,RI,Kent
2889,41.689182,-71.496048,Warwick,RI,Kent
2891,41.284494,-71.710708,Westerly,RI,Washington
2892,41.505764,-71.62114,West Kingston,RI,Washington
2893,41.696822,-71.507304,West Warwick,RI,Kent
2894,41.45005,-71.70742,Wood River Junction,RI,Washington
2895,41.984598,-71.51939,Woonsocket,RI,Providence
2896,41.934348,-71.540506,North Smithfield,RI,Providence
2898,41.504089,-71.662954,Wyoming,RI,Washington
2901,41.82275,-71.414451,Providence,RI,Providence
2902,41.81835,-71.424851,Providence,RI,Providence
2903,41.819459,-71.4115,Providence,RI,Providence
2904,41.85414,-71.437752,Providence,RI,Providence
2905,41.803799,-71.422547,Providence,RI,Providence
2906,41.8374,-71.394717,Providence,RI,Providence
2907,41.797065,-71.425501,Providence,RI,Providence
2908,41.837399,-71.4399,Providence,RI,Providence
2909,41.820599,-71.444302,Providence,RI,Providence
2910,41.7917,-71.435251,Cranston,RI,Providence
2911,41.838749,-71.449202,North Providence,RI,Providence
2912,41.826737,-71.397699,Providence,RI,Providence
2914,41.813429,-71.363348,East Providence,RI,Providence
2915,41.7743,-71.349697,Riverside,RI,Providence
2916,41.842727,-71.355798,Rumford,RI,Providence
2917,41.853899,-71.497804,Smithfield,RI,Providence
2918,41.841499,-71.440352,Providence,RI,Providence
2919,41.870932,-71.497604,Johnston,RI,Providence
2920,41.7693,-71.471353,Cranston,RI,Providence
2921,41.76675,-71.476703,Cranston,RI,Providence
2940,41.871766,-71.558518,Providence,RI,Providence
3031,42.87474,-71.629365,Amherst,NH,Hillsborough
3032,42.989151,-71.343576,Auburn,NH,Rockingham
3033,42.847268,-71.767437,Brookline,NH,Hillsborough
3034,43.059283,-71.305437,Candia,NH,Rockingham
3036,42.961606,-71.251021,Chester,NH,Rockingham
3037,42.987495,-71.252719,Deerfield,NH,Rockingham
3038,42.950825,-71.197169,Derry,NH,Rockingham
3040,43.005895,-71.013202,East Candia,NH,Rockingham
3041,43.005895,-71.013202,East Derry,NH,Rockingham
3042,43.047595,-71.084411,Epping,NH,Rockingham
3043,42.916233,-71.816505,Francestown,NH,Hillsborough
3044,42.992203,-71.127041,Fremont,NH,Rockingham
3045,42.94671,-71.687633,Goffstown,NH,Hillsborough
3046,,,Dunbarton,NH,Merrimack
3047,42.929346,-71.859087,Greenfield,NH,Hillsborough
3048,42.875116,-71.717548,Greenville,NH,Hillsborough
3049,42.859545,-71.581313,Hollis,NH,Hillsborough
3051,42.766426,-71.61887,Hudson,NH,Hillsborough
3052,42.886789,-71.485331,Litchfield,NH,Hillsborough
3053,42.8712,-71.387776,Londonderry,NH,Rockingham
3054,42.924928,-71.667508,Merrimack,NH,Hillsborough
3055,42.848787,-71.743882,Milford,NH,Hillsborough
3057,42.850464,-71.727044,Mont Vernon,NH,Hillsborough
3060,42.771537,-71.626336,Nashua,NH,Hillsborough
3061,42.952124,-71.653939,Nashua,NH,Hillsborough
3062,42.860117,-71.49976,Nashua,NH,Hillsborough
3063,42.774427,-71.511111,Nashua,NH,Hillsborough
3064,42.774237,-71.628611,Nashua,NH,Hillsborough
3070,42.903497,-71.775889,New Boston,NH,Hillsborough
3071,42.762946,-71.845164,New Ipswich,NH,Hillsborough
3073,43.005895,-71.013202,North Salem,NH,Rockingham
3076,42.740651,-71.318715,Pelham,NH,Hillsborough
3077,43.05932,-71.204521,Raymond,NH,Rockingham
3079,42.872045,-71.196195,Salem,NH,Rockingham
3082,42.902031,-71.773947,Lyndeborough,NH,Hillsborough
3084,42.822275,-71.860983,Temple,NH,Hillsborough
3086,42.894022,-71.730154,Wilton,NH,Hillsborough
3087,42.892211,-71.234009,Windham,NH,Rockingham
3101,42.988483,-71.462111,Manchester,NH,Hillsborough
3102,43.007883,-71.494561,Manchester,NH,Hillsborough
3103,42.942463,-71.463761,Manchester,NH,Hillsborough
3104,42.897524,-71.372208,Manchester,NH,Hillsborough
3105,42.952124,-71.653939,Manchester,NH,Hillsborough
3106,43.065097,-71.443616,Hooksett,NH,Merrimack
3107,42.952124,-71.653939,Manchester,NH,Hillsborough
3108,42.952124,-71.653939,Manchester,NH,Hillsborough
3109,42.970084,-71.405283,Manchester,NH,Hillsborough
3110,42.93743,-71.535515,Bedford,NH,Hillsborough
3111,42.952124,-71.653939,Manchester,NH,Hillsborough
3215,43.930221,-71.534068,Waterville Valley,NH,Grafton
3216,43.447006,-71.684093,Andover,NH,Merrimack
3217,43.715626,-71.639896,Ashland,NH,Grafton
3218,43.417369,-71.373189,Barnstead,NH,Belknap
3220,43.455551,-71.40709,Belmont,NH,Belknap
3221,43.280961,-71.792489,Bradford,NH,Merrimack
3222,43.70781,-71.72158,Bristol,NH,Grafton
3223,43.841799,-71.665223,Campton,NH,Grafton
3224,43.378281,-71.604226,Canterbury,NH,Merrimack
3225,43.386652,-71.292981,Center Barnstead,NH,Belknap
3226,43.69387,-71.466212,Center Harbor,NH,Belknap
3227,43.694809,-71.323953,Center Sandwich,NH,Carroll
3229,43.301308,-71.812943,Contoocook,NH,Merrimack
3230,43.514791,-71.882094,Danbury,NH,Merrimack
3231,43.466172,-71.736518,East Andover,NH,Merrimack
3232,43.967542,-71.840883,East Hebron,NH,Grafton
3233,43.422706,-71.944794,Elkins,NH,Merrimack
3234,43.340736,-71.669712,Epsom,NH,Merrimack
3235,43.374297,-71.680021,Franklin,NH,Merrimack
3237,43.414064,-71.384213,Gilmanton,NH,Belknap
3238,43.967542,-71.840883,Glencliff,NH,Grafton
3240,43.967542,-71.840883,Grafton,NH,Grafton
3241,43.718268,-71.889483,Hebron,NH,Grafton
3242,43.180148,-71.81959,Henniker,NH,Merrimack
3243,43.443473,-71.762631,Hill,NH,Merrimack
3244,43.12295,-71.914287,Hillsboro,NH,Hillsborough
3245,43.737831,-71.604406,Holderness,NH,Grafton
3246,43.535461,-71.426997,Laconia,NH,Belknap
3247,43.588972,-71.445452,Laconia,NH,Belknap
3249,,,Gilford,NH,Belknap
3251,44.049183,-71.653505,Lincoln,NH,Grafton
3252,43.468562,-71.537145,Lochmere,NH,Belknap
3253,43.592239,-71.517479,Meredith,NH,Belknap
3254,43.728235,-71.335248,Moultonborough,NH,Carroll
3255,43.321723,-72.01184,Newbury,NH,Merrimack
3256,43.603288,-71.634674,New Hampton,NH,Belknap
3257,43.301663,-71.733643,New London,NH,Merrimack
3258,,,Chichester,NH,Merrimack
3259,43.85971,-71.37719,North Sandwich,NH,Carroll
3260,43.365345,-71.934059,North Sutton,NH,Merrimack
3261,43.208676,-71.202568,Northwood,NH,Rockingham
3262,44.035391,-71.686326,North Woodstock,NH,Grafton
3263,43.297834,-71.343707,Pittsfield,NH,Merrimack
3264,43.710919,-71.694017,Plymouth,NH,Grafton
3266,43.752475,-71.788434,Rumney,NH,Grafton
3268,43.361756,-71.558817,Salisbury,NH,Merrimack
3269,43.50178,-71.514248,Sanbornton,NH,Belknap
3272,43.310279,-71.662928,South Newbury,NH,Merrimack
3273,43.304205,-71.928867,South Sutton,NH,Merrimack
3274,43.967542,-71.840883,Stinson Lake,NH,Grafton
3275,43.286382,-71.599047,Suncook,NH,Merrimack
3276,43.536056,-71.49166,Tilton,NH,Belknap
3278,43.310858,-71.842299,Warner,NH,Merrimack
3279,43.967542,-71.840883,Warren,NH,Grafton
3280,43.17229,-72.100689,Washington,NH,Sullivan
3281,43.084176,-71.762578,Weare,NH,Hillsborough
3282,43.967542,-71.840883,Wentworth,NH,Grafton
3284,43.493812,-72.047018,Springfield,NH,Sullivan
3287,43.44853,-71.915826,Wilmot,NH,Merrimack
3289,43.496372,-71.519728,Winnisquam,NH,Belknap
3290,43.124825,-71.125879,Nottingham,NH,Rockingham
3291,43.182251,-71.139551,West Nottingham,NH,Rockingham
3293,43.967542,-71.840883,Woodstock,NH,Grafton
3298,43.524872,-71.445841,Tilton,NH,Belknap
3299,43.524872,-71.445841,Tilton,NH,Belknap
3301,43.230314,-71.536101,Concord,NH,Merrimack
3302,43.310279,-71.662928,Concord,NH,Merrimack
3303,43.281654,-71.659523,Concord,NH,Merrimack
3304,43.128256,-71.544599,Bow,NH,Merrimack
3305,43.2134,-71.517151,Concord,NH,Merrimack
3307,43.319339,-71.467006,Loudon,NH,Merrimack
3431,42.903656,-72.248052,Keene,NH,Cheshire
3435,42.947098,-72.243029,Keene,NH,Cheshire
3440,43.044535,-71.971353,Antrim,NH,Hillsborough
3441,42.777271,-72.444106,Ashuelot,NH,Cheshire
3442,43.002936,-71.908029,Bennington,NH,Hillsborough
3443,42.883948,-72.454813,Chesterfield,NH,Cheshire
3444,42.889124,-72.018993,Dublin,NH,Cheshire
3445,42.998225,-72.201903,Sullivan,NH,Cheshire
3446,42.841079,-72.330145,Swanzey,NH,Cheshire
3447,42.881769,-72.248026,Fitzwilliam,NH,Cheshire
3448,42.936786,-72.210953,Gilsum,NH,Cheshire
3449,42.93924,-71.983797,Hancock,NH,Hillsborough
3450,42.884548,-72.102634,Harrisville,NH,Cheshire
3451,42.894151,-72.280099,Hinsdale,NH,Cheshire
3452,42.821969,-72.082559,Jaffrey,NH,Cheshire
3455,42.88825,-72.279638,Marlborough,NH,Cheshire
3456,43.119294,-72.202564,Marlow,NH,Cheshire
3457,42.896623,-72.091677,Nelson,NH,Cheshire
3458,42.956433,-71.9372,Peterborough,NH,Hillsborough
3461,42.76509,-72.00912,Rindge,NH,Cheshire
3462,42.870716,-72.239432,Spofford,NH,Cheshire
3464,42.95478,-72.102454,Stoddard,NH,Cheshire
3465,42.843617,-72.279814,Troy,NH,Cheshire
3466,42.858419,-72.432202,West Chesterfield,NH,Cheshire
3467,42.973867,-72.44256,Westmoreland,NH,Cheshire
3468,42.890804,-71.933396,West Peterborough,NH,Hillsborough
3469,42.87341,-72.31509,West Swanzey,NH,Cheshire
3470,42.895797,-72.274928,Winchester,NH,Cheshire
3561,44.335289,-71.877638,Littleton,NH,Grafton
3570,44.512344,-71.194226,Berlin,NH,Coos
3574,44.30632,-71.728049,Bethlehem,NH,Grafton
3575,44.695648,-71.387387,Bretton Woods,NH,Coos
3576,44.902731,-71.500809,Colebrook,NH,Coos
3579,44.695648,-71.387387,Errol,NH,Coos
3580,44.212814,-71.737162,Franconia,NH,Grafton
3581,44.404848,-71.154758,Gorham,NH,Coos
3582,44.75096,-71.422453,Groveton,NH,Coos
3583,44.695648,-71.387387,Jefferson,NH,Coos
3584,44.476575,-71.561225,Lancaster,NH,Coos
3585,44.245004,-71.888882,Lisbon,NH,Grafton
3587,44.695648,-71.387387,Meadows,NH,Coos
3588,44.56532,-71.218672,Milan,NH,Coos
3589,44.695648,-71.387387,Mount Washington,NH,Coos
3590,44.695648,-71.387387,North Stratford,NH,Coos
3592,44.695648,-71.387387,Pittsburg,NH,Coos
3595,44.26895,-71.547061,Twin Mountain,NH,Coos
3597,44.695648,-71.387387,West Stewartstown,NH,Coos
3598,44.363681,-71.610189,Whitefield,NH,Coos
3601,43.195982,-72.300075,Acworth,NH,Sullivan
3602,43.134412,-72.310623,Alstead,NH,Cheshire
3603,43.268117,-72.370222,Charlestown,NH,Sullivan
3604,42.947098,-72.243029,Drewsville,NH,Cheshire
3605,43.213615,-72.196758,Lempster,NH,Sullivan
3607,43.364504,-72.193966,South Acworth,NH,Sullivan
3608,43.072239,-72.390121,Walpole,NH,Cheshire
3609,43.138018,-72.407236,North Walpole,NH,Cheshire
3740,44.114163,-71.948852,Bath,NH,Grafton
3741,43.63123,-72.057312,Canaan,NH,Grafton
3743,43.415993,-72.209819,Claremont,NH,Sullivan
3745,43.462156,-72.337149,Cornish,NH,Sullivan
3746,43.364504,-72.193966,Cornish Flat,NH,Sullivan
3748,43.630906,-72.116603,Enfield,NH,Grafton
3749,43.579573,-72.08541,Enfield Center,NH,Grafton
3750,43.697999,-72.215182,Etna,NH,Grafton
3751,43.44872,-72.063675,Georges Mills,NH,Sullivan
3752,43.417705,-72.196718,Goshen,NH,Sullivan
3753,43.463101,-72.218445,Grantham,NH,Sullivan
3754,43.365618,-72.125562,Guild,NH,Sullivan
3755,43.861077,-72.120314,Hanover,NH,Grafton
3756,43.967542,-71.840883,Lebanon,NH,Grafton
3765,44.037549,-72.046692,Haverhill,NH,Grafton
3766,43.637148,-72.23546,Lebanon,NH,Grafton
3768,43.801656,-72.130495,Lyme,NH,Grafton
3769,43.786267,-72.120468,Lyme Center,NH,Grafton
3770,43.421675,-72.255638,Meriden,NH,Sullivan
3771,44.268612,-72.015317,Monroe,NH,Grafton
3773,43.390485,-72.199659,Newport,NH,Sullivan
3774,44.077803,-72.014608,North Haverhill,NH,Grafton
3777,43.927348,-72.10987,Orford,NH,Grafton
3779,43.948343,-72.062132,Piermont,NH,Grafton
3780,43.967542,-71.840883,Pike,NH,Grafton
3781,43.432999,-72.282596,Plainfield,NH,Sullivan
3782,43.426838,-72.15471,Sunapee,NH,Sullivan
3784,43.644367,-72.2348,West Lebanon,NH,Grafton
3785,43.948644,-72.080708,Woodsville,NH,Grafton
3801,43.009222,-70.950742,Portsmouth,NH,Rockingham
3802,43.005895,-71.013202,Portsmouth,NH,Rockingham
3803,42.92703,-71.444752,Portsmouth,NH,Rockingham
3804,43.005895,-71.013202,Portsmouth,NH,Rockingham
3805,43.285282,-70.930684,Rollinsford,NH,Strafford
3809,43.462586,-71.222455,Alton,NH,Belknap
3810,43.502514,-71.277387,Alton Bay,NH,Belknap
3811,42.878366,-71.159035,Atkinson,NH,Rockingham
3812,43.883871,-71.257726,Bartlett,NH,Carroll
3813,43.797391,-71.145357,Center Conway,NH,Carroll
3814,43.762429,-71.122689,Center Ossipee,NH,Carroll
3815,43.253739,-71.109825,Center Strafford,NH,Strafford
3816,43.660752,-71.274458,Center Tuftonboro,NH,Carroll
3817,43.74858,-71.089796,Chocorua,NH,Carroll
3818,43.78892,-71.10261,Conway,NH,Carroll
3819,42.926725,-71.082299,Danville,NH,Rockingham
3820,43.297309,-70.992042,Dover,NH,Strafford
3821,43.326734,-71.028427,Dover,NH,Strafford
3822,43.326734,-71.028427,Dover,NH,Strafford
3824,43.165772,-70.962843,Durham,NH,Strafford
3825,43.29779,-71.097423,Barrington,NH,Strafford
3826,42.893629,-71.14269,East Hampstead,NH,Rockingham
3827,42.912071,-71.054245,East Kingston,NH,Rockingham
3830,43.635065,-71.009368,East Wakefield,NH,Carroll
3832,43.883871,-71.257726,Eaton Center,NH,Carroll
3833,42.951274,-70.922262,Exeter,NH,Rockingham
3835,43.306172,-71.003435,Farmington,NH,Strafford
3836,43.823704,-71.093154,Freedom,NH,Carroll
3837,43.446567,-71.299456,Gilmanton Iron Works,NH,Belknap
3838,44.050111,-71.265371,Glen,NH,Carroll
3839,43.309966,-70.998256,Rochester,NH,Strafford
3840,43.038634,-70.809157,Greenland,NH,Rockingham
3841,42.877438,-71.139098,Hampstead,NH,Rockingham
3842,42.917389,-70.95095,Hampton,NH,Rockingham
3843,43.005895,-71.013202,Hampton,NH,Rockingham
3844,42.891888,-70.982601,Hampton Falls,NH,Rockingham
3845,44.082716,-71.134348,Intervale,NH,Carroll
3846,43.883871,-71.257726,Jackson,NH,Carroll
3847,43.883871,-71.257726,Kearsarge,NH,Carroll
3848,42.909731,-71.102933,Kingston,NH,Rockingham
3849,43.902311,-71.124612,Madison,NH,Carroll
3850,43.707657,-71.301681,Melvin Village,NH,Carroll
3851,43.422942,-71.011369,Milton,NH,Strafford
3852,43.326734,-71.028427,Milton Mills,NH,Strafford
3853,43.646319,-71.282068,Mirror Lake,NH,Carroll
3854,43.064938,-70.721596,New Castle,NH,Rockingham
3855,43.459503,-71.119055,New Durham,NH,Strafford
3856,43.037363,-70.978211,Newfields,NH,Rockingham
3857,42.979021,-70.891642,Newmarket,NH,Rockingham
3858,42.937092,-71.006898,Newton,NH,Rockingham
3859,42.861915,-71.04002,Newton Junction,NH,Rockingham
3860,43.784643,-71.10263,North Conway,NH,Carroll
3862,43.00027,-70.913947,North Hampton,NH,Rockingham
3864,43.667352,-71.153338,Ossipee,NH,Carroll
3865,42.937838,-70.926206,Plaistow,NH,Rockingham
3866,43.41176,-71.027303,Rochester,NH,Strafford
3867,43.326831,-70.993148,Rochester,NH,Strafford
3868,43.349689,-70.945161,Rochester,NH,Strafford
3869,43.16136,-70.942666,Rollinsford,NH,Strafford
3870,43.010939,-70.764813,Rye,NH,Rockingham
3871,42.980639,-70.771896,Rye Beach,NH,Rockingham
3872,43.570694,-71.079427,Sanbornville,NH,Carroll
3873,42.922666,-71.174262,Sandown,NH,Rockingham
3874,42.964415,-70.819897,Seabrook,NH,Rockingham
3875,43.855269,-71.176182,Silver Lake,NH,Carroll
3878,43.229489,-70.958264,Somersworth,NH,Strafford
3882,43.704702,-70.990155,Effingham,NH,Carroll
3883,43.883871,-71.257726,South Tamworth,NH,Carroll
3884,43.256871,-71.171886,Strafford,NH,Strafford
3885,43.01295,-70.882134,Stratham,NH,Rockingham
3886,43.647527,-71.277779,Tamworth,NH,Carroll
3887,43.459999,-71.040842,Union,NH,Carroll
3890,43.811782,-71.194586,West Ossipee,NH,Carroll
3894,43.667102,-71.183597,Wolfeboro,NH,Carroll
3896,43.589157,-71.218894,Wolfeboro Falls,NH,Carroll
3897,43.883871,-71.257726,Wonalancet,NH,Carroll
3901,43.279539,-70.740013,Berwick,ME,York
3902,43.245785,-70.664719,Cape Neddick,ME,York
3903,43.182729,-70.745759,Eliot,ME,York
3904,43.191554,-70.684607,Kittery,ME,York
3905,43.094746,-70.68928,Kittery Point,ME,York
3906,43.340626,-70.753996,North Berwick,ME,York
3907,43.350806,-70.731498,Ogunquit,ME,York
3908,43.227549,-70.71171,South Berwick,ME,York
3909,43.237891,-70.69099,York,ME,York
3910,43.211674,-70.73201,York Beach,ME,York
3911,43.155465,-70.635702,York Harbor,ME,York
4001,43.520752,-70.804588,Acton,ME,York
4002,43.467224,-70.738992,Alfred,ME,York
4003,43.735867,-69.995456,Bailey Island,ME,Cumberland
4004,43.365658,-70.604379,Bar Mills,ME,York
4005,43.532376,-70.651859,Biddeford,ME,York
4006,43.436049,-70.3598,Biddeford Pool,ME,York
4007,43.45813,-70.505301,Biddeford,ME,York
4008,44.023162,-69.875816,Bowdoinham,ME,Sagadahoc
4009,43.939828,-70.747431,Bridgton,ME,Cumberland
4010,44.163033,-70.739823,Brownfield,ME,Oxford
4011,43.935634,-70.340652,Brunswick,ME,Cumberland
4013,44.408078,-70.470703,Bustins Island,ME,Cumberland
4014,43.365658,-70.604379,Cape Porpoise,ME,York
4015,43.962115,-70.524465,Casco,ME,Cumberland
4016,44.180965,-70.891727,Center Lovell,ME,Oxford
4017,43.727806,-70.120437,Chebeague Island,ME,Cumberland
4019,44.408078,-70.470703,Cliff Island,ME,Cumberland
4020,43.77397,-70.791727,Cornish,ME,York
4021,43.812676,-70.450494,Cumberland Center,ME,Cumberland
4022,44.566156,-70.661557,Denmark,ME,Oxford
4024,43.844826,-70.688656,East Baldwin,ME,Cumberland
4027,43.459708,-70.91519,Lebanon,ME,York
4028,43.732391,-70.845114,East Parsonfield,ME,York
4029,43.867223,-70.547159,Sebago,ME,Cumberland
4030,43.596921,-70.689681,East Waterboro,ME,York
4032,43.864477,-70.097543,Freeport,ME,Cumberland
4033,44.408078,-70.470703,Freeport,ME,Cumberland
4034,44.408078,-70.470703,Freeport,ME,Cumberland
4037,44.044292,-70.964418,Fryeburg,ME,Oxford
4038,43.803689,-70.355188,Gorham,ME,Cumberland
4039,43.878567,-70.328889,Gray,ME,Cumberland
4040,43.992681,-70.357119,Harrison,ME,Cumberland
4041,43.879628,-70.826188,Hiram,ME,Oxford
4042,43.584232,-70.624391,Hollis Center,ME,York
4043,43.494679,-70.54921,Kennebunk,ME,York
4046,43.534125,-70.607475,Kennebunkport,ME,York
4047,43.744987,-70.909196,Parsonsfield,ME,York
4048,43.661222,-70.83448,Limerick,ME,York
4049,43.703854,-70.748668,Limington,ME,York
4050,44.408078,-70.470703,Long Island,ME,Cumberland
4051,44.139839,-70.886741,Lovell,ME,Oxford
4053,44.408078,-70.470703,Merepoint,ME,Cumberland
4054,43.276341,-70.597752,Moody,ME,York
4055,43.957208,-70.639546,Naples,ME,Cumberland
4056,43.658378,-70.868871,Newfield,ME,York
4057,44.408078,-70.470703,North Bridgton,ME,Cumberland
4061,43.54209,-70.710773,North Waterboro,ME,York
4062,43.911381,-70.396652,Windham,ME,Cumberland
4063,43.504889,-70.385703,Ocean Park,ME,York
4064,43.411837,-70.469526,Old Orchard Beach,ME,York
4066,43.779982,-69.975477,Orrs Island,ME,Cumberland
4068,43.848322,-70.935379,Porter,ME,Oxford
4069,43.894983,-70.189159,Pownal,ME,Cumberland
4070,43.576983,-70.273642,Scarborough,ME,Cumberland
4071,43.906227,-70.465928,Raymond,ME,Cumberland
4072,43.541241,-70.666387,Saco,ME,York
4073,43.576196,-70.630569,Sanford,ME,York
4074,43.724562,-70.375162,Scarborough,ME,Cumberland
4075,43.796053,-70.552183,Sebago Lake,ME,Cumberland
4076,43.510275,-70.77159,Shapleigh,ME,York
4077,43.910029,-70.524524,South Casco,ME,Cumberland
4078,43.820774,-70.120781,South Freeport,ME,Cumberland
4079,43.78105,-69.995537,Harpswell,ME,Cumberland
4081,44.566156,-70.661557,South Waterford,ME,Oxford
4082,44.408078,-70.470703,South Windham,ME,Cumberland
4083,43.465941,-70.748295,Springvale,ME,York
4084,43.804454,-70.554905,Standish,ME,Cumberland
4085,43.771934,-70.639561,Steep Falls,ME,Cumberland
4086,43.981404,-69.937793,Topsham,ME,Sagadahoc
4087,43.573684,-70.749181,Waterboro,ME,York
4088,44.566156,-70.661557,Waterford,ME,Oxford
4090,43.429659,-70.671274,Wells,ME,York
4091,44.408078,-70.470703,West Baldwin,ME,Cumberland
4092,43.855116,-70.568534,Westbrook,ME,Cumberland
4093,43.653805,-70.622959,Buxton,ME,York
4094,43.406101,-70.573255,West Kennebunk,ME,York
4095,43.601018,-70.902676,West Newfield,ME,York
4096,43.798227,-70.171979,Yarmouth,ME,Cumberland
4097,43.837951,-70.200114,North Yarmouth,ME,Cumberland
4098,44.408078,-70.470703,Westbrook,ME,Cumberland
4101,43.658784,-70.262393,Portland,ME,Cumberland
4102,43.74275,-70.44338,Portland,ME,Cumberland
4103,43.68826,-70.289844,Portland,ME,Cumberland
4104,43.84649,-70.464839,Portland,ME,Cumberland
4105,43.73928,-70.270696,Falmouth,ME,Cumberland
4106,43.627364,-70.289248,South Portland,ME,Cumberland
4107,43.595512,-70.239559,Cape Elizabeth,ME,Cumberland
4108,43.662809,-70.188442,Peaks Island,ME,Cumberland
4109,43.678339,-70.198742,Portland,ME,Cumberland
4110,43.759021,-70.199307,Cumberland Foreside,ME,Cumberland
4112,44.408078,-70.470703,Portland,ME,Cumberland
4116,44.408078,-70.470703,South Portland,ME,Cumberland
4122,44.408078,-70.470703,Portland,ME,Cumberland
4123,44.408078,-70.470703,Portland,ME,Cumberland
4124,44.408078,-70.470703,Portland,ME,Cumberland
4210,44.087422,-70.243848,Auburn,ME,Androscoggin
4211,44.197009,-70.239485,Auburn,ME,Androscoggin
4212,44.197009,-70.239485,Auburn,ME,Androscoggin
4216,44.56816,-70.704051,Andover,ME,Oxford
4217,44.428414,-70.770035,Bethel,ME,Oxford
4219,44.265009,-70.587095,Bryant Pond,ME,Oxford
4220,44.326165,-70.381112,Buckfield,ME,Oxford
4221,44.38575,-70.311314,Canton,ME,Oxford
4222,43.968378,-70.184618,Durham,ME,Androscoggin
4223,44.023873,-70.285748,Danville,ME,Androscoggin
4224,44.553968,-70.422541,Dixfield,ME,Oxford
4225,44.602705,-70.22651,Dryden,ME,Franklin
4226,44.555618,-70.691857,East Andover,ME,Oxford
4227,44.579135,-70.326337,East Dixfield,ME,Franklin
4228,44.197009,-70.239485,East Livermore,ME,Androscoggin
4230,44.062672,-70.327049,East Poland,ME,Androscoggin
4231,44.313283,-70.861797,Stoneham,ME,Oxford
4234,44.617509,-70.182012,East Wilton,ME,Franklin
4236,44.189655,-70.136683,Greene,ME,Androscoggin
4237,44.494347,-70.735691,Hanover,ME,Oxford
4238,44.22564,-70.372831,Hebron,ME,Oxford
4239,44.541508,-70.208556,Jay,ME,Franklin
4240,44.086323,-70.169297,Lewiston,ME,Androscoggin
4241,44.197009,-70.239485,Lewiston,ME,Androscoggin
4243,44.197009,-70.239485,Lewiston,ME,Androscoggin
4250,44.033026,-70.101247,Lisbon,ME,Androscoggin
4252,44.032476,-70.068046,Lisbon Falls,ME,Androscoggin
4253,44.297416,-70.189139,Livermore,ME,Androscoggin
4254,44.242189,-70.188508,Livermore Falls,ME,Androscoggin
4255,44.401595,-70.708774,Greenwood,ME,Oxford
4256,44.079644,-70.272624,Mechanic Falls,ME,Androscoggin
4257,44.570265,-70.516131,Mexico,ME,Oxford
4258,44.146121,-70.339859,Minot,ME,Androscoggin
4259,44.349166,-69.870181,Monmouth,ME,Kennebec
4260,43.967474,-70.299687,New Gloucester,ME,Cumberland
4261,44.689526,-71.011246,Newry,ME,Oxford
4262,45.063384,-70.381639,North Jay,ME,Franklin
4263,44.292089,-70.135366,Leeds,ME,Androscoggin
4265,44.303359,-70.037848,North Monmouth,ME,Kennebec
4266,44.357987,-70.255783,North Turner,ME,Androscoggin
4267,44.566156,-70.661557,North Waterford,ME,Oxford
4268,44.280503,-70.691576,Norway,ME,Oxford
4270,44.284385,-70.507791,Oxford,ME,Oxford
4271,44.264111,-70.498513,Paris,ME,Oxford
4274,44.047435,-70.389923,Poland,ME,Androscoggin
4275,44.566156,-70.661557,Roxbury,ME,Oxford
4276,44.523556,-70.638174,Rumford,ME,Oxford
4278,44.377031,-70.568041,Rumford Center,ME,Oxford
4280,44.126723,-70.126922,Sabattus,ME,Androscoggin
4281,44.353052,-70.607841,South Paris,ME,Oxford
4282,44.265473,-70.254155,Turner,ME,Androscoggin
4283,44.197009,-70.239485,Turner Center,ME,Androscoggin
4284,44.359835,-70.074555,Wayne,ME,Kennebec
4285,45.063384,-70.381639,Weld,ME,Franklin
4286,44.40205,-70.860094,West Bethel,ME,Oxford
4287,44.057514,-69.965553,Bowdoin,ME,Sagadahoc
4288,44.197009,-70.239485,West Minot,ME,Androscoggin
4289,44.340438,-70.543265,West Paris,ME,Oxford
4290,44.477183,-70.436722,Peru,ME,Oxford
4291,44.040857,-70.453006,West Poland,ME,Androscoggin
4292,44.3189,-70.477506,Sumner,ME,Oxford
4294,44.618873,-70.245935,Wilton,ME,Franklin
4330,44.351642,-69.803773,Augusta,ME,Kennebec
4332,44.414056,-69.751913,Augusta,ME,Kennebec
4333,44.414056,-69.751913,Augusta,ME,Kennebec
4336,44.315693,-69.818009,Augusta,ME,Kennebec
4338,44.414056,-69.751913,Augusta,ME,Kennebec
4341,44.258771,-69.551024,Coopers Mills,ME,Lincoln
